seqnames	start	end	width	strand	Conc	Conc_MB6	Conc_Ctrl	Fold	p.value	FDR	NearestGene	DistanceToNearest
chr15	64648061	64648815	755	*	6.64	6.88	6.36	0.52	0.000759	0.0384	CSNK1G1; CTD-2116N17.1	0
chr11	47971957	47972361	405	*	3.89	3.14	4.39	-1.25	0.00076	0.0384	PTPRJ	29751
chr10	9867287	9867824	538	*	3.55	2.79	4.04	-1.25	0.000761	0.0384	RP5-1051H14.2	66087
chrX	108297593	108297905	313	*	7	7.33	6.56	0.78	0.000761	0.0384	CTD-2328D6.1	0
chr17	8125543	8127129	1587	*	6.83	7.12	6.47	0.65	0.000761	0.0384	LINC00324	0
chr16	30537809	30539223	1415	*	7.36	7.68	6.95	0.73	0.000764	0.0385	ZNF768; ZNF747; ZNF747	0
chr9	86875965	86876366	402	*	3.67	4.15	2.93	1.23	0.000765	0.0385	SLC28A3	14005
chr6	20401460	20402241	782	*	8.18	8.37	7.97	0.4	0.000765	0.0385	E2F3	156
chr19	54704459	54705297	839	*	5.85	6.14	5.49	0.65	0.000766	0.0385	RPS9	0
chr7	47330938	47331671	734	*	7.14	7.33	6.92	0.41	0.000766	0.0385	TNS3	0
chr17	18217834	18218949	1116	*	6.82	7.13	6.42	0.7	0.000767	0.0386	TOP3A; SMCR8	0
chr5	135334795	135335529	735	*	6.25	6.48	5.98	0.51	0.000772	0.0388	TGFBI	29054
chr2	141452677	141453142	466	*	4.79	5.15	4.3	0.85	0.000773	0.0388	LRP1B	0
chr4	49122906	49123166	261	*	3.35	3.84	2.59	1.26	0.000773	0.0388	CWH43	58808
chr4	111985445	111985978	534	*	5.27	5.59	4.88	0.71	0.000775	0.0388	AC004062.2	62
chr1	205600243	205601575	1333	*	8.06	8.29	7.78	0.51	0.000775	0.0388	ELK4	0
chr3	52321536	52322351	816	*	5.8	6.07	5.47	0.61	0.000776	0.0389	WDR82; GLYCTK	0
chr10	42392623	42392838	216	*	5.37	5.67	4.99	0.68	0.000777	0.0389	KSR1P1	251919
chr19	7984979	7986110	1132	*	6.99	7.4	6.41	0.99	0.000777	0.0389	SNAPC2	0
chr12	77005277	77005760	484	*	4.69	5.05	4.22	0.84	0.000778	0.0389	RP11-20E24.1	0
chr7	98976894	98977179	286	*	4.94	5.27	4.49	0.78	0.000779	0.0389	ARPC1A; ARPC1B	0
chr7	157725220	157725736	517	*	4.63	5.01	4.1	0.91	0.00078	0.0389	PTPRN2	0
chrX	104332473	104332885	413	*	3.83	3.06	4.33	-1.27	0.000784	0.0391	IL1RAPL2	0
chr17	73780532	73781687	1156	*	7.21	7.54	6.78	0.75	0.000784	0.0391	H3F3B; MIR4738; UNK	0
chr19	4669590	4670825	1236	*	6.39	6.68	6.01	0.67	0.000784	0.0391	C19orf10	0
chr1	155292914	155293363	450	*	5.24	5.55	4.84	0.71	0.000785	0.0391	RUSC1-AS1; RUSC1	0
chr1	201430931	201431360	430	*	4.7	5.07	4.2	0.87	0.000785	0.0391	RP11-134G8.8	2150
chr9	73294852	73295122	271	*	3.57	4.1	2.7	1.4	0.000787	0.0391	TRPM3	0
chr9	33816430	33817945	1516	*	7.5	7.74	7.21	0.52	0.000788	0.0391	RP11-133O22.6; UBE2R2	0
chr5	134791795	134792605	811	*	6.57	6.8	6.3	0.5	0.000788	0.0391	CTB-138E5.1	0
chr9	126300101	126300378	278	*	2.1	0.44	2.86	-2.42	0.00079	0.0392	DENND1A	0
chr10	63525276	63525794	519	*	3.56	2.83	4.04	-1.21	0.000793	0.0393	C10orf107	0
chr2	55238133	55238445	313	*	3.09	2.06	3.68	-1.62	0.000793	0.0393	RTN4	0
chr9	123659271	123659863	593	*	5.89	5.56	6.17	-0.61	0.000793	0.0393	TRAF1	4807
chr19	6087808	6088374	567	*	4.48	4.9	3.88	1.02	0.000794	0.0393	RFX2	0
chr8	10785804	10786325	522	*	5.78	6.04	5.46	0.58	0.000795	0.0393	XKR6	0
chr8	91341114	91341444	331	*	3.3	2.37	3.86	-1.49	0.000796	0.0393	LINC00534	0
chr16	65797244	65798141	898	*	6.54	6.24	6.78	-0.54	0.000798	0.0394	RP11-513N24.1	96873
chr2	161138595	161139078	484	*	4.96	4.49	5.31	-0.82	0.000798	0.0394	RBMS1	0
chr2	165286777	165287036	260	*	2.22	0.91	2.89	-1.98	0.000798	0.0394	AC110086.1	6661
chr9	137347791	137348550	760	*	5	5.36	4.53	0.83	0.000799	0.0394	RXRA	15360
chr11	64884991	64885558	568	*	6.31	6.67	5.82	0.85	0.000799	0.0394	ZNHIT2	0
chr3	49577124	49578199	1076	*	6.5	6.77	6.16	0.61	0.000801	0.0395	DAG1	4076
chrX	71277238	71277541	304	*	3.09	2.11	3.66	-1.55	0.000808	0.0398	NHSL2	0
chr17	38296084	38297101	1018	*	6.01	6.46	5.36	1.1	0.000809	0.0398	CASC3	0
chr11	46142644	46143911	1268	*	7.21	7.48	6.88	0.61	0.000809	0.0398	PHF21A	0
chr3	152939489	152940006	518	*	7.58	7.81	7.3	0.51	0.00081	0.0398	RN7SL300P	21683
chr10	83641849	83642343	495	*	4.25	3.67	4.67	-1	0.000811	0.0398	NRG3	0
chr1	37945121	37945794	674	*	5.53	5.82	5.16	0.66	0.000813	0.0399	ZC3H12A	0
chr10	90889640	90889976	337	*	3.68	2.89	4.18	-1.29	0.000815	0.0399	RP11-341B24.3	8824
chr1	156895953	156896427	475	*	4.81	5.17	4.34	0.82	0.000815	0.0399	LRRC71	0
chr3	27607773	27608035	263	*	2.24	0.91	2.92	-2	0.000816	0.0399	Y_RNA	18424
chr20	30945581	30946987	1407	*	7.25	7.56	6.86	0.7	0.000817	0.04	ASXL1	0
chr18	71452070	71452456	387	*	4.21	3.64	4.62	-0.99	0.000817	0.04	RN7SL401P	39606
chr14	77786561	77787905	1345	*	8.33	8.58	8.02	0.56	0.000818	0.04	POMT2; GSTZ1	0
chr17	41463674	41463901	228	*	4.62	4.99	4.13	0.86	0.000818	0.04	LINC00910	0
chr14	65293364	65294025	662	*	6.36	6.58	6.09	0.49	0.000818	0.04	SPTB	0
chr13	36780275	36780562	288	*	2.6	1.55	3.2	-1.65	0.000819	0.04	SOHLH2; CCDC169-SOHLH2	0
chr22	31030477	31032021	1545	*	6.19	6.49	5.82	0.67	0.00082	0.04	SLC35E4	0
chrX	4608588	4608919	332	*	3.61	2.85	4.1	-1.25	0.00082	0.04	AC074035.1	27914
chr10	104261712	104262880	1169	*	7.67	7.97	7.3	0.66	0.000823	0.0401	ACTR1A	0
chr17	2296747	2297529	783	*	6.2	6.54	5.74	0.8	0.000824	0.0401	MNT	0
chr17	79008382	79009676	1295	*	7.28	7.69	6.7	0.99	0.000824	0.0401	BAIAP2-AS1; BAIAP2	0
chr12	106751279	106752531	1253	*	7.45	7.65	7.21	0.44	0.000825	0.0401	POLR3B	0
chr4	175841182	175841596	415	*	4.44	3.85	4.86	-1.01	0.000827	0.0402	ADAM29	0
chr19	1241524	1242008	485	*	5.29	5.62	4.86	0.76	0.00083	0.0403	ATP5D	0
chr9	137029839	137030688	850	*	6.85	7.07	6.57	0.5	0.000832	0.0403	RNU6ATAC	153
chr11	133817168	133817633	466	*	4.59	4.95	4.1	0.86	0.000832	0.0403	IGSF9B	0
chr6	31705776	31706114	339	*	5.29	5.61	4.89	0.71	0.000832	0.0403	CLIC1	0
chr5	145166695	145167399	705	*	4.66	4.14	5.04	-0.9	0.000833	0.0403	PRELID2	0
chr11	121699747	121700438	692	*	4.46	4.86	3.89	0.97	0.000834	0.0404	RNU6-256P	174624
chr3	47822783	47824033	1251	*	7.37	7.67	7	0.67	0.000837	0.0405	SMARCC1	0
chr1	27998452	27999100	649	*	5.1	5.44	4.65	0.78	0.000837	0.0405	IFI6	0
chr6	160775994	160776436	443	*	4.29	4.69	3.74	0.95	0.000837	0.0405	SLC22A3	0
chr6	43141986	43142700	715	*	7.15	7.35	6.92	0.43	0.00084	0.0405	SRF	0
chr15	78441377	78442334	958	*	6.58	6.88	6.2	0.69	0.00084	0.0405	IDH3A	0
chr16	14726461	14727232	772	*	6.64	6.92	6.3	0.62	0.00084	0.0405	PARN; BFAR	0
chr6	43692496	43693449	954	*	6.73	6.94	6.49	0.45	0.000841	0.0405	RP1-261G23.5	0
chr7	27135166	27136551	1386	*	6.94	7.15	6.7	0.44	0.000841	0.0405	HOXA1; HOTAIRM1	0
chr11	11643417	11643990	574	*	6.04	6.29	5.74	0.56	0.000845	0.0407	GALNT18	0
chr17	1952987	1953719	733	*	5.81	6.15	5.35	0.81	0.000846	0.0407	MIR132; MIR212	0
chr22	38239788	38240736	949	*	6.83	7.1	6.5	0.6	0.000847	0.0407	ANKRD54; MIR658	0
chr21	44914276	44915052	777	*	5.78	6.05	5.44	0.62	0.000848	0.0407	LINC00313	14862
chr11	82521480	82521781	302	*	2.79	1.68	3.41	-1.73	0.000848	0.0407	RP11-718B12.2	0
chr18	2101995	2102353	359	*	3.69	2.85	4.22	-1.37	0.000849	0.0407	RP11-161I6.2	0
chr9	71788567	71789688	1122	*	6.84	7.03	6.61	0.42	0.00085	0.0407	TJP2	0
chr12	49453906	49455019	1114	*	6.09	6.36	5.76	0.6	0.000851	0.0407	KMT2D	349
chr6	90538859	90539995	1137	*	7.83	8.06	7.56	0.5	0.000851	0.0407	CASP8AP2	0
chr1	54411038	54412316	1279	*	8.19	8.51	7.79	0.72	0.000851	0.0407	HSPB11; LRRC42	0
chr20	30673998	30674573	576	*	4.87	4.36	5.24	-0.88	0.000853	0.0408	HCK	0
chr17	40830062	40830583	522	*	5.53	5.85	5.13	0.72	0.000856	0.0409	CCR10	323
chr1	63428759	63429175	417	*	4.06	4.48	3.45	1.04	0.000859	0.041	RP11-5P4.1	36992
chr16	46432584	46432846	263	*	4.34	4.74	3.76	0.98	0.000859	0.041	ANKRD26P1	70406
chr2	109742726	109743267	542	*	4.47	4.86	3.93	0.93	0.000861	0.0411	SH3RF3-AS1	515
chr22	26985779	26986474	696	*	5.84	6.15	5.43	0.72	0.000863	0.0411	TPST2	0
chr20	61557240	61558175	936	*	6.21	6.47	5.88	0.59	0.000863	0.0411	DIDO1	0
chr14	49098066	49098624	559	*	4.09	3.46	4.53	-1.07	0.000864	0.0412	AL512359.1	134799
chr17	16189150	16190130	981	*	6.43	6.65	6.18	0.47	0.000865	0.0412	PIGL	0
chr10	61810077	61810454	378	*	3.21	2.34	3.75	-1.41	0.00087	0.0414	ANK3	0
chr2	178109776	178110106	331	*	4.18	4.64	3.5	1.14	0.00087	0.0414	NFE2L2	0
chr10	98273298	98274000	703	*	6	6.28	5.64	0.64	0.000871	0.0414	TLL2	0
chr13	26827866	26829182	1317	*	6.93	7.19	6.61	0.58	0.000872	0.0414	CDK8	0
chr14	55731942	55732295	354	*	3.64	2.86	4.15	-1.28	0.000873	0.0414	RP11-665C16.6	0
chr1	147806279	147807464	1186	*	7.06	7.3	6.77	0.53	0.000875	0.0415	RP11-495P10.3; RNU1-122P	0
chr14	59768142	59768471	330	*	3.39	2.58	3.91	-1.32	0.000876	0.0415	DAAM1	0
chr18	46254812	46255176	365	*	4.32	4.72	3.75	0.97	0.000877	0.0415	CTIF	0
chr12	56551506	56552472	967	*	6.41	6.72	6.01	0.71	0.000877	0.0415	RP11-603J24.14; MYL6B; MYL6	0
chr17	60186724	60187203	480	*	4.22	4.65	3.62	1.03	0.000877	0.0415	Y_RNA	12477
chr2	219270714	219271841	1128	*	7.79	8.11	7.37	0.75	0.000879	0.0416	CTDSP1	50
chr1	38397115	38397848	734	*	6.22	6.46	5.92	0.54	0.00088	0.0416	INPP5B	0
chr2	60544953	60545503	551	*	3.77	3.07	4.24	-1.17	0.000881	0.0416	AC007381.3	32226
chr16	2185545	2186461	917	*	6.39	6.73	5.95	0.79	0.000881	0.0416	PKD1; MIR3180-5	0
chr4	171745007	171745391	385	*	3.02	2.03	3.61	-1.58	0.000881	0.0416	RP11-213L8.1	9308
chr1	108656754	108657299	546	*	4.4	3.86	4.79	-0.93	0.000883	0.0416	SLC25A24	19358
chrX	28347053	28347388	336	*	2.71	1.39	3.38	-1.99	0.000885	0.0417	AC078988.1	47691
chr2	233766541	233767166	626	*	4.99	5.33	4.55	0.77	0.000885	0.0417	NGEF	0
chr15	71407429	71408646	1218	*	6.64	6.85	6.39	0.46	0.000887	0.0417	THSD4; CT62	0
chr13	77388130	77388437	308	*	3.01	1.97	3.61	-1.65	0.000888	0.0417	KCTD12	65874
chr5	57801951	57802400	450	*	2.69	1.56	3.31	-1.75	0.00089	0.0418	CTD-2117L12.3	2424
chr12	41074914	41075315	402	*	3.44	2.63	3.96	-1.32	0.000891	0.0418	CNTN1	10928
chr4	185746416	185747994	1579	*	8.32	8.49	8.12	0.37	0.000891	0.0418	ACSL1	0
chr17	8093276	8093849	574	*	5.91	6.21	5.53	0.68	0.000892	0.0418	C17orf59	0
chr1	46806003	46807015	1013	*	6.73	6.98	6.43	0.55	0.000892	0.0418	NSUN4	0
chr8	143407883	143408173	291	*	5.36	5.67	4.97	0.69	0.000892	0.0418	TSNARE1	0
chr15	63664399	63664876	478	*	4.49	4.88	3.95	0.93	0.000894	0.0418	CA12	0
chr9	126137977	126138498	522	*	4.78	5.15	4.29	0.87	0.000894	0.0418	CRB2	0
chr20	39636938	39637451	514	*	5.4	5.7	5.02	0.68	0.000894	0.0418	RNU2-52P	15393
chr19	17185935	17186728	794	*	6.9	7.31	6.34	0.97	0.000895	0.0418	HAUS8; MYO9B	0
chr1	33429388	33430784	1397	*	7.13	7.44	6.73	0.71	0.000895	0.0418	RNF19B	0
chr13	94863085	94863454	370	*	3.78	3.01	4.27	-1.26	0.000896	0.0418	GPC6	0
chr6	30168273	30169023	751	*	5.74	5.37	6.03	-0.66	0.000898	0.0419	TRIM26	0
chr2	156872764	156873067	304	*	2.58	1.39	3.22	-1.83	0.000899	0.0419	AC093375.1	0
chr11	65657853	65658500	648	*	6.32	6.63	5.93	0.7	0.000899	0.0419	CCDC85B	0
chr14	104073266	104074014	749	*	6.49	6.72	6.23	0.5	0.000903	0.042	KLC1; RP11-73M18.2; APOPT1	0
chr16	31085394	31086068	675	*	6.61	6.85	6.33	0.52	0.000903	0.042	ZNF668; ZNF646	0
chr5	104365921	104366285	365	*	2.75	1.58	3.39	-1.81	0.000904	0.042	RP11-6N13.1; CTD-2374C24.1	0
chr16	3661069	3662086	1018	*	6.48	6.73	6.18	0.55	0.000904	0.042	SLX4; DNASE1	0
chr18	30812029	30812480	452	*	4.5	3.95	4.89	-0.94	0.000904	0.042	CCDC178	0
chr19	36266067	36266920	854	*	6.51	6.8	6.15	0.66	0.000905	0.042	ARHGAP33	0
chr4	6910680	6912026	1347	*	7.4	7.62	7.14	0.48	0.000907	0.0421	TBC1D14	0
chr6	24666563	24667587	1025	*	8.18	8.38	7.96	0.42	0.000909	0.0421	TDP2; ACOT13	0
chr15	95828139	95828621	483	*	5.76	5.41	6.05	-0.64	0.000909	0.0421	CTD-2536I1.1	0
chr16	14723872	14724535	664	*	6.64	6.96	6.22	0.74	0.000909	0.0421	PARN	0
chr4	157924856	157925295	440	*	5.65	5.97	5.25	0.71	0.00091	0.0421	RPPH1-3P	17011
chr6	76141088	76141508	421	*	4.15	4.55	3.58	0.97	0.000912	0.0422	FILIP1	0
chr19	10827976	10829052	1077	*	7.47	7.76	7.1	0.65	0.000912	0.0422	DNM2	0
chr21	48055125	48056085	961	*	6.82	7.14	6.39	0.75	0.000913	0.0422	PRMT2	0
chr6	41513443	41514887	1445	*	7.38	7.61	7.09	0.52	0.000913	0.0422	RP11-328M4.2; FOXP4	0
chr16	81745219	81745853	635	*	5.94	6.19	5.64	0.55	0.000913	0.0422	CMIP	0
chr5	42993218	42993590	373	*	6.19	6.44	5.89	0.54	0.000914	0.0422	CTD-2201E18.5	13244
chr2	27303985	27304534	550	*	6.49	6.71	6.24	0.47	0.000915	0.0422	EMILIN1	0
chr6	15248445	15249394	950	*	7.08	7.43	6.63	0.8	0.000917	0.0422	JARID2; JARID2-AS1	0
chr19	50168789	50169518	730	*	5.48	5.83	5.03	0.8	0.000917	0.0422	IRF3; BCL2L12	0
chr22	36847670	36848194	525	*	5.6	5.88	5.26	0.62	0.000919	0.0423	RP5-1119A7.14	0
chr19	3626514	3627310	797	*	6.16	6.45	5.81	0.64	0.00092	0.0423	CACTIN	0
chr18	24038483	24038913	431	*	4.48	4.86	3.97	0.89	0.000921	0.0423	KCTD1	0
chr2	57953491	57953819	329	*	3.56	2.78	4.06	-1.28	0.000921	0.0423	CTD-2026C7.1	28743
chr18	30032118	30032875	758	*	4.88	4.42	5.23	-0.81	0.000921	0.0423	GAREM	0
chr6	95346650	95347103	454	*	4.06	3.41	4.51	-1.1	0.000922	0.0423	RP3-399J4.1	189753
chr20	35233367	35234646	1280	*	7.01	7.3	6.63	0.67	0.000922	0.0423	TGIF2-C20orf24; C20orf24	0
chr19	11200803	11201535	733	*	6.01	6.39	5.5	0.89	0.000924	0.0423	LDLR	0
chr17	4842916	4843794	879	*	6.71	6.99	6.36	0.63	0.000924	0.0423	SLC25A11; RNF167	0
chr16	2524709	2525412	704	*	5.74	6.02	5.37	0.65	0.000925	0.0423	TBC1D24	0
chr8	103667733	103668736	1004	*	8	8.28	7.66	0.62	0.000925	0.0423	KLF10	0
chr4	133979895	133980538	644	*	3.12	2.16	3.69	-1.53	0.000925	0.0423	RP11-9G1.3	15927
chr19	36705142	36706283	1142	*	7.46	7.7	7.19	0.51	0.000928	0.0424	ZNF565; ZNF146	0
chr4	47369615	47370591	977	*	7.04	6.8	7.24	-0.44	0.000928	0.0424	GABRB1	0
chr19	42942613	42942891	279	*	3.37	3.91	2.48	1.43	0.000929	0.0424	LIPE-AS1; CXCL17	0
chr19	1652171	1653349	1179	*	7	7.34	6.56	0.78	0.00093	0.0425	TCF3	0
chr6	27655821	27656344	524	*	6.88	7.07	6.64	0.43	0.000932	0.0425	RP1-15D7.1	35217
chr19	39888811	39889481	671	*	5.75	6.02	5.42	0.6	0.000932	0.0425	MED29	0
chr10	43904028	43905104	1077	*	7.81	8.06	7.52	0.54	0.000932	0.0425	HNRNPF	0
chr11	65667621	65668302	682	*	5.61	5.97	5.13	0.84	0.000934	0.0425	FOSL1	0
chr20	44509588	44510093	506	*	5.68	5.97	5.33	0.63	0.000934	0.0425	ZSWIM1	0
chr12	49961437	49962438	1002	*	5.72	6.02	5.35	0.66	0.000935	0.0425	MCRS1; PRPF40B	0
chr4	112855504	112855788	285	*	3.63	2.81	4.15	-1.34	0.000935	0.0425	RP11-269F21.3	0
chr22	43010337	43011127	791	*	6.47	6.86	5.93	0.93	0.000939	0.0426	POLDIP3	0
chr16	84096399	84096765	367	*	3.45	3.95	2.68	1.27	0.000942	0.0427	MBTPS1	0
chr3	57678153	57679032	880	*	7.05	7.31	6.74	0.57	0.000943	0.0427	DENND6A; RP11-755B10.3	0
chr19	2944648	2945558	911	*	6.41	6.66	6.11	0.55	0.000944	0.0427	ZNF77	0
chr1	228974040	228974536	497	*	4.49	4.86	3.98	0.89	0.000944	0.0427	RP4-799G3.2	19220
chr3	29428089	29428392	304	*	2.81	1.64	3.45	-1.82	0.000944	0.0427	RBMS3	0
chr19	54370674	54371298	625	*	6.73	7	6.4	0.6	0.000944	0.0427	AC008753.6; MYADM	0
chr4	82128990	82129299	310	*	3.02	2.09	3.58	-1.49	0.000945	0.0427	PRKG2	0
chr2	147039131	147039426	296	*	3.6	2.83	4.1	-1.28	0.000945	0.0427	RPL17P12	86742
chr17	45214444	45214645	202	*	3.51	3.99	2.79	1.19	0.000945	0.0427	CDC27	0
chr9	93622938	93623554	617	*	5.3	5.63	4.85	0.78	0.000946	0.0427	SYK	0
chr19	49521001	49521535	535	*	4.6	4.98	4.09	0.89	0.000948	0.0427	CTB-60B18.10	0
chr19	18484937	18485601	665	*	5.38	5.72	4.92	0.79	0.000948	0.0427	GDF15	0
chr11	62608043	62609386	1344	*	7.59	7.96	7.09	0.86	0.000951	0.0428	WDR74; RNU2-2P	0
chr7	135006209	135006935	727	*	4.38	4.81	3.77	1.03	0.000951	0.0428	CNOT4	39611
chr21	16443814	16444273	460	*	3.46	2.63	3.99	-1.36	0.000952	0.0429	AF127577.12	3656
chr12	42090956	42091349	394	*	4.71	4.22	5.07	-0.84	0.000954	0.0429	MTND2P17	947
chr20	33264448	33265234	787	*	6.51	6.86	6.04	0.82	0.000954	0.0429	PIGU	0
chr2	145306400	145306683	284	*	2.88	1.94	3.45	-1.5	0.000957	0.043	AC010090.1	17318
chr2	36668990	36669360	371	*	3.11	2.15	3.68	-1.53	0.000958	0.043	CRIM1	0
chr19	6372376	6373859	1484	*	7.68	8.02	7.24	0.78	0.000959	0.043	ALKBH7	0
chr16	67595726	67597362	1637	*	8.34	8.66	7.92	0.74	0.000959	0.043	CTD-2012K14.6; CTD-2012K14.7; CTCF	0
chr12	5071634	5072154	521	*	3.5	4.04	2.62	1.42	0.000961	0.0431	KCNA1	31107
chr2	24269955	24270811	857	*	7.41	7.6	7.18	0.42	0.000962	0.0431	MFSD2B; C2orf44	0
chr8	30324915	30325261	347	*	2.91	1.81	3.52	-1.71	0.000963	0.0431	RBPMS	0
chr22	50963705	50965098	1394	*	7.41	7.77	6.92	0.85	0.000965	0.0432	SCO2; TYMP	0
chr19	41815837	41816569	733	*	4.99	5.36	4.5	0.86	0.000966	0.0432	TGFB1; CCDC97	0
chr1	38800469	38801215	747	*	4.55	4.91	4.06	0.85	0.000968	0.0433	RNU6-753P	61115
chr1	202776553	202777786	1234	*	6.77	7.05	6.42	0.63	0.000969	0.0433	KDM5B	0
chr2	182607601	182607874	274	*	2.77	1.66	3.39	-1.74	0.00097	0.0433	RNU6ATAC19P	4159
chr6	88517199	88517558	360	*	3.93	3.27	4.38	-1.11	0.00097	0.0433	Y_RNA	18332
chr19	40022832	40023801	970	*	6.02	6.28	5.7	0.58	0.000971	0.0433	EID2B; CTB-60E11.9	0
chr3	30620052	30620521	470	*	3.82	4.29	3.13	1.16	0.000972	0.0433	TGFBR2	27472
chr9	95895674	95897046	1373	*	6.59	6.8	6.34	0.46	0.000973	0.0434	NINJ1	0
chr17	42219064	42219624	561	*	5.04	5.38	4.59	0.79	0.000974	0.0434	C17orf53	0
chr1	66996785	66997142	358	*	3.86	3.19	4.32	-1.12	0.000976	0.0434	SGIP1	1923
chr12	14518239	14519063	825	*	6.82	7.09	6.47	0.62	0.000977	0.0435	RPL30P11; ATF7IP	0
chr16	67062378	67063992	1615	*	6.79	7.09	6.42	0.67	0.000979	0.0435	CBFB	0
chr5	148417120	148417857	738	*	6.6	6.33	6.82	-0.49	0.00098	0.0435	SH3TC2	0
chr8	134588228	134588551	324	*	5.99	6.25	5.68	0.57	0.00098	0.0435	RP11-629O1.2	2124
chr1	233248525	233249657	1133	*	8.14	8.35	7.88	0.47	0.00098	0.0435	PCNXL2	0
chr8	42910795	42912259	1465	*	8.03	8.26	7.76	0.5	0.000981	0.0435	RP11-598P20.5; FNTA	0
chr16	67840156	67841196	1041	*	7.45	7.66	7.19	0.47	0.000982	0.0435	RANBP10; TSNAXIP1	0
chr19	22666917	22667285	369	*	3.14	2.19	3.7	-1.52	0.000983	0.0435	ZNF98	0
chr16	88772295	88773266	972	*	6.89	7.19	6.52	0.66	0.000987	0.0437	RNF166; CTU2	0
chr20	61427618	61428080	463	*	5.88	6.18	5.52	0.66	0.000987	0.0437	MRGBP	0
chr1	206643584	206644109	526	*	6.5	6.72	6.25	0.46	0.000987	0.0437	IKBKE	0
chr1	46598047	46599315	1269	*	7.4	7.63	7.13	0.5	0.000987	0.0437	PIK3R3	0
chr19	1074546	1075115	570	*	5.02	5.44	4.43	1.01	0.000988	0.0437	HMHA1	0
chr4	114276646	114277439	794	*	6.62	6.84	6.37	0.47	0.000989	0.0437	ANK2	0
chr1	229693710	229695111	1402	*	8.68	8.94	8.38	0.56	0.000991	0.0437	ABCB10	0
chr17	34890446	34891535	1090	*	6.48	6.72	6.19	0.53	0.000993	0.0438	MYO19; PIGW	0
chr12	104989835	104990441	607	*	4.84	5.18	4.4	0.78	0.000993	0.0438	CHST11	0
chr5	52456795	52457042	248	*	2.43	1.13	3.1	-1.97	0.000994	0.0438	RP11-94D20.1	45348
chr16	28936028	28937212	1185	*	6.81	7.12	6.41	0.7	0.000996	0.0439	RABEP2	0
chr4	33303911	33304281	371	*	3.25	2.37	3.79	-1.42	0.000996	0.0439	RP11-638O6.1	63619
chr1	107113615	107114016	402	*	3.64	2.82	4.15	-1.34	0.000997	0.0439	RP11-478L17.1	26249
chr5	124242132	124242770	639	*	5.64	5.29	5.93	-0.64	0.000998	0.0439	RP11-284A20.1	12869
chr15	94749582	94750274	693	*	5.91	6.2	5.54	0.65	0.000999	0.0439	MCTP2	24492
chr3	50297274	50298191	918	*	6.17	6.46	5.8	0.66	0.001	0.0439	U73166.2	0
chr9	34989179	34989965	787	*	6.58	6.79	6.33	0.46	0.001	0.0439	DNAJB5	0
chr9	83906884	83907666	783	*	4.91	4.42	5.28	-0.85	0.001	0.0439	RPS20P25	117527
chr4	102929118	102929455	338	*	2.72	1.58	3.35	-1.77	0.001	0.044	BANK1; RP11-498M5.2	0
chr19	13260846	13261350	505	*	5.52	5.87	5.07	0.8	0.001	0.044	STX10; IER2	0
chr4	128619882	128620367	486	*	5.41	5.71	5.04	0.67	0.00101	0.0441	INTU	0
chr19	16682684	16683556	873	*	6.43	6.74	6.04	0.7	0.00101	0.0441	CTD-3222D19.2; SLC35E1	0
chr6	142028605	142029379	775	*	4.74	4.25	5.1	-0.85	0.00101	0.0442	RPS3AP23	70965
chr5	138088521	138089828	1308	*	6.38	6.62	6.11	0.51	0.00101	0.0442	CTNNA1; AC034243.1	0
chr17	40761033	40761949	917	*	6.91	7.25	6.47	0.78	0.00101	0.0442	FAM134C; TUBG1	0
chr6	152128018	152128461	444	*	3.58	2.78	4.09	-1.3	0.00101	0.0442	ESR1	0
chr3	183978824	183980011	1188	*	6.93	7.14	6.68	0.46	0.00101	0.0442	EIF2B5; ECE2; CAMK2N2	0
chr20	42939262	42940198	937	*	6.03	6.34	5.64	0.7	0.00101	0.0442	FITM2	0
chr1	203256244	203257085	842	*	6.94	7.18	6.65	0.54	0.00101	0.0442	RP11-134P9.3	0
chr6	28945051	28945911	861	*	6.37	6.63	6.06	0.57	0.00101	0.0442	RN7SL471P	0
chr16	87902630	87903483	854	*	6.28	6.62	5.83	0.8	0.00102	0.0443	SLC7A5	0
chr12	122326176	122327240	1065	*	7.11	7.36	6.79	0.57	0.00102	0.0443	PSMD9; RP11-87C12.2	0
chr15	43802687	43803590	904	*	6.97	7.2	6.69	0.51	0.00102	0.0443	TP53BP1; MAP1A	0
chr19	18942352	18943460	1109	*	6.34	6.68	5.9	0.78	0.00102	0.0443	UPF1	0
chr19	5903670	5905140	1471	*	8.06	8.42	7.59	0.83	0.00102	0.0443	FUT5; AC024592.12; NDUFA11; AC104532.2; VMAC	0
chr5	164546188	164546569	382	*	3.51	2.69	4.04	-1.35	0.00102	0.0444	CTC-340A15.2	0
chr5	73191211	73191657	447	*	3.91	3.24	4.36	-1.12	0.00102	0.0444	ARHGEF28	0
chr2	224507125	224507590	466	*	4.22	4.65	3.61	1.04	0.00103	0.0445	SCG2	39904
chr19	39420793	39421816	1024	*	7	7.29	6.64	0.65	0.00103	0.0446	SARS2; CTC-360G5.8; MRPS12	0
chr11	45939144	45940521	1378	*	7.4	7.6	7.18	0.42	0.00103	0.0446	PEX16	0
chr6	111135522	111137485	1964	*	9.04	9.27	8.76	0.51	0.00103	0.0446	CDK19	0
chrX	109402365	109402928	564	*	3.37	2.53	3.9	-1.37	0.00103	0.0446	TMEM164	0
